label,rms_mV,peak_to_peak_mV,crest_factor,rms_ripple_mV,frequency_hz
sag_severo,77.889,238.254,1.5104,0.4051,59.758
sag_severo,78.877,228.823,1.4166,0.4114,59.603
sag_severo,68.398,203.384,1.481,0.5568,59.043
sag_severo,78.497,235.571,1.4984,0.519,59.347
sag_severo,69.234,204.437,1.4798,0.2338,59.965
sag_severo,53.618,159.646,1.4551,0.171,60.596
sag_severo,81.505,232.701,1.3994,0.6265,59.078
sag_severo,74.683,227.791,1.5326,0.6654,59.043
sag_severo,59.111,174.779,1.4845,0.2455,60.971
sag_severo,61.976,183.934,1.4617,0.1646,65.645
sag_severo,67.992,199.876,1.4882,0.3581,59.603
sag_severo,47.209,139.114,1.4072,0.2645,65.078
sag_severo,82.354,251.181,1.4618,0.637,59.245
sag_severo,64.964,194.448,1.5039,0.2881,60.863
sag_severo,53.794,161.583,1.4933,0.2873,65.134
sag_severo,70.532,208.998,1.5048,0.2969,60.971
sag_severo,54.011,157.195,1.5281,0.166,60.174
sag_severo,62.683,188.021,1.5043,0.268,61.02
sag_severo,52.31,157.952,1.4949,0.1712,60.543
sag_severo,81.393,242.719,1.5058,0.2129,60.437
sag_severo,50.271,152.069,1.4826,0.1396,60.543
sag_severo,65.093,193.199,1.4648,0.3062,59.706
sag_severo,78.568,226.264,1.4473,0.3218,61.025
sag_severo,55.826,164.221,1.4762,0.2392,59.758
sag_severo,82.534,243.828,1.4985,0.342,61.025
sag_severo,71.239,211.91,1.5071,0.465,59.398
sag_severo,70.575,202.014,1.4338,0.2489,59.861
sag_severo,85.823,245.768,1.4379,0.1798,60.49
sag_severo,66.789,199.967,1.5199,0.1953,65.417
sag_severo,56.706,172.491,1.5181,0.2148,60.017
sag_severo,69.855,206.284,1.5043,0.4474,59.398
sag_severo,60.826,187.736,1.5138,0.22,60.81
sag_severo,47.296,134.122,1.3907,0.1876,59.81
sag_severo,74.723,209.246,1.3956,0.1517,60.543
sag_severo,63.773,189.807,1.4572,0.2466,60.917
sag_severo,66.44,199.443,1.4049,0.4709,59.347
sag_severo,58.919,173.673,1.4752,0.1398,60.332
sag_severo,85.504,250.308,1.4524,0.3666,59.81
sag_severo,72.456,217.865,1.513,0.5873,59.195
sag_severo,80.28,239.257,1.4918,0.4735,59.47
sag_severo,80.506,237.044,1.461,0.1354,60.437
sag_severo,50.413,155.311,1.5972,0.2162,65.303
sag_severo,57.741,169.275,1.4569,0.357,59.398
sag_severo,69.732,205.208,1.4694,0.5822,59.043
sag_severo,85.917,249.03,1.4616,0.3991,59.655
sag_severo,84.863,256.979,1.5553,0.2615,59.965
sag_severo,60.326,180.413,1.4722,0.4052,64.798
sag_severo,62.598,183.073,1.4379,0.2575,60.971
sag_severo,53.771,159.772,1.5297,0.4082,59.347
sag_severo,56.193,168.168,1.5472,0.2828,60.971
sag_severo,67.489,193.064,1.4512,0.1414,60.279
sag_severo,80.149,235.41,1.4975,0.1902,60.07
sag_severo,83.463,251.084,1.5444,0.3477,61.025
sag_severo,51.853,152.285,1.4024,0.1233,60.122
sag_severo,63.116,187.464,1.4823,0.1707,60.49
sag_severo,68.964,202.119,1.4641,0.1765,60.122
sag_severo,58.49,172.725,1.4954,0.3362,59.5
sag_severo,53.637,158.342,1.482,0.1947,60.49
sag_severo,83.472,233.604,1.4086,0.2056,60.81
sag_severo,78.577,228.389,1.4735,0.2296,60.756
sag_severo,66.12,193.821,1.4179,0.2326,60.863
sag_severo,69.942,205.545,1.4546,0.2364,60.725
sag_severo,86.921,246.576,1.4095,0.599,59.195
sag_severo,65.048,187.752,1.4588,0.2211,60.863
sag_severo,82.974,240.216,1.477,0.2601,60.872
sag_severo,74.061,215.554,1.4714,0.2355,59.965
sag_severo,81.122,234.554,1.4704,0.2229,60.227
sag_severo,49.119,146.785,1.4812,0.2657,65.134
sag_severo,58.977,173.412,1.4383,0.1626,60.122
sag_severo,61.224,183.559,1.5073,0.1577,60.227
sag_severo,59.824,175.99,1.4376,0.1583,60.332
sag_severo,64.353,187.293,1.4646,0.2006,60.543
sag_severo,62.81,183.861,1.4806,0.1886,60.017
sag_severo,79.641,233.096,1.4863,0.2073,66.105
sag_severo,64.955,188.974,1.4175,0.3654,59.552
sag_severo,48.395,145.746,1.4992,0.2169,60.174
sag_severo,85.818,258.833,1.4908,0.3402,59.81
sag_severo,58.804,175.001,1.4331,0.1636,60.437
swell,131.378,379.259,1.4815,0.1405,60.227
swell,140.595,401.367,1.4394,0.1672,60.174
swell,150.522,418.517,1.3861,0.1706,60.174
swell,151.837,422.731,1.3885,0.1578,60.227
swell,138.97,394.882,1.4195,0.2746,60.017
swell,142.657,407.623,1.4091,0.3177,60.07
swell,163.286,468.296,1.4467,0.5079,59.861
swell,143.238,393.138,1.3182,0.2086,60.122
swell,146.966,415.291,1.407,0.3043,60.017
swell,129.855,371.592,1.4208,0.1656,60.227
swell,159.199,461.873,1.4524,0.1902,60.174
swell,140.442,397.926,1.4043,0.2827,60.07
swell,160.998,452.664,1.4383,0.378,60.017
swell,154.168,438.422,1.3987,0.3475,60.017
swell,163.282,474.548,1.4278,0.4989,59.913
swell,160.682,457.513,1.4211,0.1577,60.227
swell,141.151,404.044,1.4413,0.184,60.174
swell,154.365,417.948,1.3618,0.2077,60.122
swell,149.486,423.776,1.4473,0.3212,60.017
swell,146.503,434.059,1.4352,0.3884,60.017
swell,150.522,431.604,1.4307,0.2678,60.07
swell,164.199,469.742,1.3585,0.2921,60.096
swell,151.541,436.825,1.4553,0.2948,60.07
swell,144.685,414.831,1.451,0.4572,59.861
swell,150.631,437.777,1.3872,0.2713,60.122
swell,162.929,486.699,1.4321,0.4082,59.965
swell,152.545,421.862,1.4306,0.4175,59.913
swell,163.788,458.871,1.3972,0.2517,60.122
swell,131.3,371.095,1.3362,0.3425,59.965
swell,161.561,465.845,1.4412,0.3776,60.017
swell,152.554,438.307,1.4345,0.4356,59.913
swell,147.14,428.028,1.4355,0.2335,60.122
swell,134.427,380.368,1.4232,0.2289,60.122
swell,155.506,438.463,1.411,0.3649,59.965
swell,162.851,456.0,1.378,0.279,60.122
swell,158.316,470.708,1.5525,0.3486,60.017
swell,145.45,406.48,1.4055,0.3891,59.965
swell,146.458,408.166,1.3785,0.377,59.965
swell,157.247,433.039,1.2892,0.2949,60.048
swell,163.877,484.338,1.4611,0.324,60.07
swell,138.604,396.055,1.4495,0.1787,60.174
swell,149.017,424.424,1.4226,0.2341,60.174
swell,140.38,408.015,1.4535,0.2372,60.174
swell,136.252,384.557,1.3953,0.333,59.965
swell,161.036,450.895,1.4252,0.2361,60.174
swell,151.153,426.282,1.378,0.3444,60.017
swell,136.146,391.825,1.4454,0.3431,59.965
swell,158.184,460.523,1.429,0.208,60.174
swell,153.064,445.912,1.4429,0.2847,60.122
swell,145.079,415.658,1.4073,0.322,60.017
swell,157.064,447.426,1.4392,0.4775,59.913
swell,133.59,386.603,1.4605,0.2153,60.122
swell,143.986,401.011,1.3943,0.2553,60.122
swell,135.373,381.217,1.395,0.1474,60.227
swell,149.609,416.76,1.3855,0.259,60.122
swell,145.421,416.386,1.4054,0.1548,60.227
swell,132.482,376.41,1.4114,0.3067,59.965
swell,148.322,423.22,1.4268,0.3091,60.07
swell,135.029,382.251,1.409,0.2194,60.174
swell,143.268,425.551,1.4719,0.2007,60.174
swell,158.969,458.209,1.4532,0.1736,60.227
swell,132.095,385.502,1.5175,0.3807,59.913
swell,158.473,451.011,1.4414,0.3246,60.07
swell,133.007,378.476,1.4244,0.3994,59.913
swell,151.59,443.406,1.5179,0.3651,59.965
swell,147.997,425.492,1.4415,0.4154,59.913
swell,151.265,443.204,1.4811,0.4027,59.965
swell,153.344,436.996,1.4375,0.3881,59.965
swell,129.735,365.999,1.4041,0.4052,59.861
swell,155.265,444.192,1.4209,0.2848,60.07
swell,146.537,430.061,1.4695,0.4802,59.861
swell,134.909,391.986,1.4577,0.1771,60.227
swell,155.095,433.272,1.4069,0.1894,60.174
swell,131.259,367.048,1.4456,0.368,59.913
swell,138.794,394.86,1.4413,0.3531,59.965
swell,149.17,421.139,1.3544,0.1474,60.227
swell,144.27,408.604,1.4228,0.2579,60.07
swell,159.334,439.229,1.4068,0.1886,60.174
swell,158.506,452.612,1.3902,0.3651,59.965
swell,130.254,370.682,1.4173,0.1421,60.227
swell,132.115,371.999,1.4208,0.3103,60.017
swell,162.39,465.141,1.4836,0.3249,60.017
swell,148.8,425.994,1.3727,0.2636,60.122
swell,158.784,461.954,1.4842,0.2779,60.07
swell,133.521,387.602,1.4792,0.295,60.07
swell,147.22,423.573,1.4489,0.3611,59.965
swell,136.41,396.462,1.4385,0.3509,59.965
swell,155.78,460.904,1.4767,0.1849,60.227
swell,160.265,463.036,1.4432,0.2529,60.122
swell,157.795,448.125,1.4596,0.4724,59.913
swell,133.503,373.359,1.3997,0.2763,60.017
swell,149.711,428.833,1.4077,0.1555,60.227
swell,147.297,436.909,1.4241,0.4117,59.965
swell,142.033,409.591,1.4429,0.4421,59.861
swell,157.104,460.909,1.4697,0.2265,60.122
swell,164.177,468.94,1.4191,0.4006,60.017
swell,153.588,436.81,1.4262,0.397,59.965
swell,144.167,424.056,1.553,0.358,60.017
swell,153.415,437.542,1.4284,0.4474,59.861
swell,137.65,398.844,1.4417,0.3304,59.965
swell,136.748,398.01,1.4059,0.3707,59.913
swell,132.032,384.017,1.4368,0.37,59.965
swell,153.707,424.007,1.2942,0.2437,60.122
swell,156.037,437.05,1.3984,0.3669,60.017
swell,157.224,460.847,1.5005,0.2015,60.227
swell,137.381,392.481,1.4313,0.3708,59.965
swell,147.969,428.217,1.4712,0.2047,60.174
swell,161.438,465.048,1.4597,0.3037,60.122
swell,161.499,470.311,1.4454,0.1547,60.227
swell,129.629,370.475,1.3934,0.412,59.861
swell,146.567,418.271,1.432,0.4177,59.913
swell,134.453,373.916,1.4002,0.1302,60.227
swell,150.347,437.378,1.4554,0.3184,60.07
swell,148.326,427.01,1.4711,0.2716,60.07
swell,143.19,410.206,1.449,0.2678,60.07
swell,154.083,439.29,1.4735,0.252,60.122
swell,146.262,420.979,1.4348,0.4396,59.861
swell,134.05,380.049,1.3639,0.1561,60.174
swell,162.263,449.918,1.364,0.2327,60.122
swell,161.505,448.815,1.4085,0.3967,59.965
swell,148.973,435.548,1.4681,0.1978,60.144
swell,160.456,460.816,1.4281,0.2837,60.122
swell,154.041,428.545,1.4082,0.4337,59.861
swell,137.005,391.333,1.4641,0.1966,60.122
swell,146.369,418.396,1.4511,0.4635,59.861
swell,144.84,415.823,1.4076,0.1958,60.174
swell,159.633,464.359,1.4481,0.4821,59.861
swell,135.52,389.788,1.3895,0.3073,60.07
swell,158.925,467.14,1.4565,0.3413,60.07
swell,146.487,414.296,1.4092,0.1904,60.174
swell,147.916,429.729,1.4641,0.2709,60.122
swell,133.707,395.535,1.4914,0.2369,60.174
swell,147.316,429.323,1.4679,0.4991,59.861
swell,143.554,419.884,1.4697,0.4642,59.913
swell,156.83,448.84,1.4355,0.3732,60.017
swell,129.442,374.482,1.4474,0.3349,59.965
swell,146.556,415.705,1.3975,0.4075,59.913
swell,145.895,422.785,1.469,0.1811,60.174
swell,130.705,381.028,1.4553,0.3236,60.017
swell,130.621,374.42,1.4624,0.1829,60.174
swell,160.931,461.364,1.4433,0.1759,60.227
swell,149.88,420.623,1.3662,0.3214,60.017
swell,160.314,453.042,1.4499,0.2722,60.122
swell,139.317,391.488,1.4488,0.2608,60.07
swell,143.14,411.759,1.421,0.4062,59.913
swell,137.303,401.251,1.4791,0.2537,60.07
swell,146.445,425.829,1.4589,0.2929,60.07
swell,163.837,461.804,1.4069,0.3117,60.07
swell,142.73,415.819,1.4614,0.4295,59.913
swell,160.821,456.95,1.4207,0.2752,60.122
swell,147.715,419.95,1.4527,0.1733,60.227
swell,142.757,405.375,1.4143,0.3704,59.965
swell,159.088,445.445,1.4192,0.3409,60.017
swell,135.646,385.885,1.445,0.1679,60.174
swell,162.684,455.753,1.3406,0.4247,59.913
swell,147.924,421.747,1.3998,0.1742,60.227
swell,134.095,376.57,1.3864,0.1569,60.174
swell,157.608,444.022,1.3897,0.4177,59.965
swell,138.511,410.677,1.4693,0.1582,60.174
swell,138.847,400.236,1.4634,0.3226,60.017
swell,130.82,368.511,1.4279,0.1781,60.174
swell,135.976,387.788,1.4504,0.2225,60.122
swell,137.264,394.017,1.392,0.2915,60.017
swell,139.045,408.451,1.5431,0.4218,59.913
swell,163.954,466.709,1.436,0.2492,60.122
swell,135.132,397.952,1.4667,0.2915,60.07
swell,138.888,396.546,1.4377,0.1646,60.174
swell,157.957,446.489,1.4105,0.3287,60.017
swell,157.144,451.655,1.378,0.4281,59.965
swell,161.47,441.567,1.35,0.2085,60.174
swell,157.69,440.459,1.4046,0.4571,59.861
swell,132.1,369.448,1.4353,0.2302,60.07
swell,135.927,397.653,1.4657,0.2225,60.122
swell,140.75,410.543,1.4483,0.1872,60.174
swell,160.276,453.452,1.4122,0.2538,60.122
swell,156.306,454.526,1.4611,0.426,59.913
swell,143.311,412.501,1.437,0.4392,59.861
swell,150.112,426.495,1.4448,0.3529,59.965
swell,138.653,409.434,1.4525,0.447,59.913
swell,135.284,381.56,1.4182,0.3328,59.965
swell,153.601,432.223,1.4613,0.2934,60.017
swell,144.317,405.422,1.4262,0.4126,59.913
swell,152.194,430.988,1.4003,0.3466,60.017
swell,147.057,425.235,1.4414,0.3865,59.965
swell,142.459,387.309,1.37,0.1605,60.227
swell,154.184,434.847,1.4168,0.2737,60.122
swell,145.991,400.843,1.3675,0.4054,59.913
swell,153.051,429.121,1.3875,0.3041,60.07
swell,134.256,381.011,1.3529,0.1537,60.227
swell,157.692,452.935,1.4274,0.3266,60.07
swell,138.739,383.532,1.3816,0.2439,60.07
swell,142.709,404.383,1.4344,0.2931,60.07
swell,154.311,451.666,1.4869,0.4035,59.965
swell,134.766,385.337,1.3818,0.3306,59.965
swell,144.13,413.752,1.4299,0.4584,59.861
swell,130.938,383.905,1.5026,0.3695,59.913
swell,132.504,383.828,1.3972,0.1778,60.174
swell,153.669,436.777,1.4196,0.3925,60.017
swell,153.665,439.315,1.3862,0.3111,60.07
swell,154.717,441.944,1.4164,0.2534,60.122
outage,1.602,9.913,2.9848,1.059,1168.372
outage,0.971,7.232,3.0019,0.1967,1338.196
outage,1.286,9.616,4.0112,0.7012,1348.307
outage,1.16,9.314,3.7091,0.5327,1385.896
outage,0.526,3.065,3.1881,0.0358,1615.144
outage,1.93,13.364,3.6508,1.2316,1159.616
outage,2.92,14.431,2.507,1.5906,839.049
outage,0.691,4.347,2.8418,0.0705,1528.651
outage,0.844,6.034,3.9346,0.2605,1273.247
outage,2.314,11.205,2.4899,1.2736,835.974
outage,1.897,10.181,2.5996,0.9276,935.762
outage,2.429,12.877,2.7052,1.461,1003.162
outage,2.761,17.216,3.2971,1.7695,1130.09
outage,1.854,10.822,2.7471,1.0061,975.736
outage,0.534,3.62,3.1307,0.0372,1561.215
outage,0.802,5.397,3.4684,0.0507,1576.255
outage,2.289,12.623,2.8465,1.1981,882.731
outage,1.016,7.627,3.404,0.5319,1334.5
outage,0.751,4.222,2.8178,0.2365,1087.712
outage,2.7,14.491,2.735,1.4579,965.355
outage,0.617,3.843,3.2215,0.1296,1375.812
outage,1.49,9.302,3.0629,0.6125,1013.399
outage,2.318,12.409,2.5923,1.3513,959.584
outage,2.043,10.391,2.4909,1.2322,935.427
outage,1.183,7.466,3.2122,0.6469,1244.638
outage,2.181,17.799,4.0498,1.5725,1352.226
outage,1.862,10.475,2.8026,1.1397,1128.758
outage,2.118,15.75,3.5051,1.4615,1346.82
outage,1.677,10.19,3.076,1.0045,1180.532
outage,1.803,11.608,3.2003,1.0532,1117.933
outage,0.816,5.411,3.6877,0.2742,1096.589
outage,0.802,5.646,3.6071,0.1018,1354.313
outage,0.656,4.108,3.1975,0.0456,1514.647
outage,2.448,18.282,3.9481,1.6393,1313.829
outage,1.586,9.911,3.2674,1.0067,1174.968
outage,2.844,14.955,2.738,1.554,881.226
outage,3.537,18.572,2.442,2.4575,1039.735
outage,1.094,8.364,3.7234,0.4207,1419.063
outage,2.635,13.771,2.542,1.4061,917.129
outage,1.628,12.159,3.8741,0.8852,1372.79
outage,1.894,12.744,3.254,1.1247,1189.736
outage,1.842,12.179,3.2766,1.1886,1221.533
outage,1.575,12.5,4.006,0.9458,1341.015
outage,2.841,18.552,3.14,1.9559,1313.042
outage,1.358,8.984,3.266,0.7293,1239.405
outage,1.967,12.597,3.3326,1.214,1196.678
outage,1.95,15.654,4.1677,1.2745,1325.0
outage,3.917,18.314,2.3245,2.4615,918.377
outage,1.137,7.904,3.7659,0.4181,1317.77
outage,1.758,10.81,3.2965,1.0225,1099.651
outage,2.287,12.995,2.7645,1.4428,1100.146
outage,2.339,15.906,3.3852,1.6836,1223.244
outage,2.107,13.883,3.3203,1.3409,1179.102
outage,3.186,16.988,2.5704,1.9146,1082.582
outage,1.984,12.064,2.9835,1.013,965.752
outage,1.488,11.292,3.763,0.9032,1278.502
outage,2.312,11.686,2.4205,1.2018,896.411
outage,1.666,12.504,3.5065,0.9817,1297.065
outage,1.611,11.154,3.4454,0.9608,1243.913
outage,1.206,7.234,2.7966,0.4764,995.793
outage,0.881,6.195,3.5166,0.4301,1309.169
outage,1.644,11.844,3.6606,0.8234,1240.494
outage,2.32,11.325,2.2546,1.3797,907.223
outage,1.944,11.357,2.8197,1.2029,1105.526
outage,2.077,10.505,2.562,1.2884,992.117
outage,2.751,16.037,2.66,1.5548,943.757
outage,2.217,17.66,4.1412,1.6278,1276.423
outage,0.838,6.118,3.6529,0.1179,1262.01
outage,2.514,14.862,2.7414,1.6175,1144.089
outage,0.709,4.392,3.1678,0.1235,1328.942
outage,0.765,6.696,4.0428,0.285,1366.764
outage,1.084,7.79,3.4454,0.3724,1339.265
outage,1.469,8.352,2.8788,0.6329,933.582
outage,1.932,12.219,3.1936,1.287,1230.156
outage,2.124,13.7,3.2221,1.3822,1173.018
outage,1.886,11.279,3.0968,1.0851,1080.861
outage,1.002,6.848,3.3705,0.3577,1241.692
outage,0.925,6.167,3.6867,0.2616,1352.538
outage,3.258,15.133,2.3409,2.0779,936.852
outage,0.83,5.894,3.5043,0.3727,1330.725
outage,0.545,3.962,3.5761,0.1394,1429.844
outage,1.505,11.539,3.8669,0.9052,1316.288
outage,0.912,6.68,2.9059,0.2164,1335.955
outage,0.587,4.039,3.3667,0.0911,1428.412
outage,3.117,17.922,2.9238,2.1744,1092.174
outage,1.868,10.749,2.5045,0.9575,847.7
outage,1.908,13.318,3.3949,1.3169,1376.367
outage,0.793,5.012,2.8217,0.2119,1103.788
outage,2.006,12.115,2.8727,1.0695,1076.719
outage,0.939,6.18,3.2784,0.2373,1396.112
outage,3.359,17.503,2.7022,2.1763,952.613
outage,1.261,9.324,3.8454,0.6555,1279.353
outage,2.069,12.852,2.9053,1.1414,1116.444
outage,0.811,5.125,3.5983,0.146,1382.518
outage,1.047,7.184,3.5281,0.4457,1186.053
outage,2.015,15.867,3.9344,1.4037,1381.279
outage,0.845,6.357,3.6588,0.2336,1332.121
outage,2.194,11.278,2.4539,1.2094,891.152
outage,1.375,10.878,4.0108,0.8878,1330.687
outage,1.064,7.097,3.1033,0.425,1244.638
outage,0.733,4.945,3.3473,0.0455,1504.792
outage,2.87,16.164,2.8371,2.0462,1121.245
outage,1.554,9.081,3.0256,0.8977,1139.02
outage,3.329,18.876,2.9363,2.2556,1129.163
outage,3.635,17.725,2.3621,2.3071,944.824
outage,0.508,3.713,3.461,0.0552,1459.649
outage,3.795,18.097,2.3503,2.4543,938.573
outage,3.469,19.194,2.7575,2.2878,1080.816
outage,3.248,18.045,2.9324,2.1178,1037.344
outage,1.109,7.742,3.5275,0.6527,1290.411
outage,1.922,12.728,3.3915,1.1412,1246.689
outage,0.808,5.077,3.1061,0.1399,1341.068
outage,0.459,2.926,3.063,0.0348,1478.532
outage,2.364,13.658,2.7611,1.641,1110.304
outage,2.091,14.946,3.5841,1.3741,1454.598
outage,3.728,17.047,2.2881,2.2707,820.503
outage,2.019,14.201,3.4745,1.3469,1215.32
outage,2.364,16.498,3.5738,1.6464,1277.816
outage,1.734,11.966,3.4071,1.0331,1312.856
outage,2.614,16.04,2.9267,1.6485,1137.644
outage,3.314,17.194,2.6409,1.9335,905.867
outage,2.705,14.307,2.8751,1.6575,1011.005
outage,0.765,4.682,3.0641,0.0451,1541.135
outage,1.568,10.02,3.0918,0.9295,1119.456
outage,1.973,9.985,2.671,1.1028,875.677
outage,2.641,15.593,2.9508,1.7021,1111.869
outage,2.217,19.758,4.4251,1.397,1443.197
outage,2.208,11.339,2.6033,1.0798,891.322
outage,1.098,8.048,3.5756,0.3821,1323.177
outage,2.038,12.387,3.1486,1.3554,1175.293
outage,0.558,3.238,3.0266,0.0411,1566.247
outage,0.788,5.292,3.4687,0.3471,1243.564
outage,0.441,2.988,3.6338,0.0216,1566.247
outage,1.649,12.492,3.6078,0.8866,1271.443
outage,2.993,14.812,2.4202,1.6263,913.455
outage,1.258,7.931,3.1241,0.6235,1160.491
outage,2.535,13.339,2.7592,1.4278,942.504
outage,1.611,8.842,2.6866,0.8961,1052.717
outage,3.001,15.469,2.6905,1.7265,855.895
outage,2.723,14.217,2.6183,1.5109,919.644
outage,3.942,19.85,2.4533,2.4051,891.187
outage,0.944,6.529,3.3192,0.1164,1437.289
outage,0.605,4.2,3.1174,0.1642,1206.922
outage,1.415,10.462,3.6804,0.6066,1230.88
outage,0.763,5.157,3.5236,0.1128,1456.232
outage,2.206,11.974,2.7101,1.4342,1075.236
outage,1.213,7.73,2.8622,0.3439,1045.825
outage,1.386,8.367,2.9243,0.676,986.931
outage,1.295,7.589,2.9643,0.4889,990.777
outage,1.603,12.635,4.0645,0.8502,1334.756
outage,2.399,16.34,3.3286,1.6615,1231.473
outage,3.341,15.462,2.3304,2.0508,879.807
outage,1.488,9.802,3.1282,0.9589,1268.374
outage,1.178,9.022,3.8385,0.4441,1172.801
outage,2.771,13.323,2.3801,1.7955,961.755
outage,0.737,4.838,3.2758,0.0577,1462.466
outage,1.17,8.679,3.8646,0.4033,1361.866
outage,2.89,18.624,3.3472,1.9845,1180.681
outage,2.893,16.613,2.881,1.8994,1083.806
outage,3.182,16.367,2.5189,2.0189,1023.146
outage,2.509,16.272,3.1376,1.7989,1355.786
outage,2.307,12.981,2.598,1.3988,999.776
outage,1.395,9.141,3.5389,0.7347,1112.658
outage,3.404,16.889,2.453,2.292,1036.405
outage,1.213,7.477,3.2498,0.5679,1085.747
outage,3.511,18.042,2.6566,2.3339,1021.013
outage,2.233,12.363,2.6207,1.4778,1110.455
outage,1.63,10.369,3.2806,1.0498,1167.896
outage,1.365,7.852,3.0627,0.7775,942.504
outage,2.95,16.677,2.86,1.8571,1062.848
outage,1.58,8.344,2.8873,0.7084,901.509
outage,0.666,4.465,3.1333,0.0492,1566.247
outage,0.774,5.291,3.2917,0.1253,1460.0
outage,2.622,13.904,2.7937,1.8224,1122.563
outage,1.668,9.197,2.9261,1.0168,1034.177
outage,3.537,17.729,2.4482,2.4244,1049.357
outage,3.284,15.883,2.3507,2.1896,991.03
outage,1.115,8.843,4.2284,0.6267,1448.452
outage,2.873,15.058,2.5578,1.5355,949.001
outage,1.192,9.249,3.6089,0.6776,1289.105
outage,2.773,15.527,2.8872,1.858,1040.772
outage,0.875,6.16,3.8043,0.1206,1373.119
outage,0.552,3.737,3.2018,0.0473,1577.536
outage,1.075,8.313,3.6756,0.3605,1358.244
outage,1.039,7.742,3.5278,0.5391,1259.01
outage,1.543,10.085,3.3848,0.7517,1174.602
outage,1.264,10.258,3.9767,0.7886,1338.526
outage,0.72,5.929,4.9861,0.1977,1408.364
outage,1.738,12.116,3.4638,1.2483,1266.088
outage,0.817,5.444,3.3345,0.0853,1406.72
outage,2.256,10.292,2.2972,1.3291,891.322
outage,1.207,7.557,3.1963,0.6472,1101.754
outage,1.845,13.99,3.7889,1.2497,1280.096
outage,2.899,18.179,2.8403,1.8832,1053.485
outage,4.119,19.032,2.3725,2.4958,843.824
outage,1.342,7.638,3.0037,0.7454,1010.283
outage,1.109,7.356,3.546,0.5154,1098.748
outage,1.135,7.174,3.2386,0.5387,1118.011
outage,1.621,13.28,4.2582,1.1102,1382.942
outage,1.372,10.53,3.5594,0.6766,1374.57
flicker,131.038,468.466,1.7421,21.2514,60.332
flicker,114.37,358.143,1.5467,9.3267,59.655
flicker,114.575,390.338,1.7086,15.5826,60.332
flicker,102.695,357.802,1.7368,16.3512,60.174
flicker,109.648,376.902,1.7127,13.7668,60.279
flicker,119.563,405.608,1.715,16.806,60.07
flicker,126.361,442.937,1.6683,22.9978,59.552
flicker,126.171,420.133,1.6035,14.8704,60.122
flicker,107.109,358.45,1.7414,8.7391,60.332
flicker,136.493,445.305,1.6267,21.189,59.706
flicker,112.832,368.923,1.6249,11.3523,60.017
flicker,119.232,408.02,1.6643,14.4369,60.482
flicker,106.74,337.283,1.5731,8.5798,59.81
flicker,119.996,435.914,1.7705,23.2493,60.122
flicker,112.487,411.214,1.8433,22.5097,59.913
flicker,121.725,388.48,1.5649,7.9777,59.706
flicker,131.008,482.273,1.8422,25.1984,60.385
flicker,114.854,399.343,1.7995,14.8663,59.81
flicker,132.147,441.225,1.695,15.426,60.279
flicker,103.01,351.877,1.7201,12.0958,60.332
flicker,97.77,313.11,1.5581,4.5572,59.81
flicker,109.69,344.336,1.5653,6.7225,60.385
flicker,109.935,407.168,1.854,23.513,59.81
flicker,134.529,431.95,1.611,9.0994,60.332
flicker,132.996,492.144,1.8377,22.6557,59.655
flicker,129.276,410.56,1.6463,11.233,60.543
flicker,122.404,416.868,1.7864,15.2004,60.017
flicker,123.638,394.096,1.6031,10.4278,59.603
flicker,105.968,392.794,1.8763,22.9582,59.913
flicker,122.979,395.206,1.589,11.7952,59.913
flicker,130.596,422.479,1.6124,12.7015,60.332
flicker,108.573,401.803,1.8761,23.4437,59.81
flicker,122.21,402.932,1.6502,16.3365,60.174
flicker,125.298,419.853,1.6913,14.0582,60.07
flicker,116.413,453.149,1.8742,26.1414,59.81
flicker,115.225,392.491,1.711,13.1382,60.543
flicker,109.08,386.918,1.7542,12.37,59.965
flicker,110.845,401.341,1.8556,24.0781,59.706
flicker,106.368,370.284,1.7345,15.926,60.07
flicker,113.405,381.425,1.6626,13.4154,60.017
flicker,116.453,396.319,1.6987,16.2092,60.227
flicker,126.543,439.995,1.7541,15.099,59.861
flicker,109.959,398.964,1.8695,18.2692,60.017
flicker,115.28,401.429,1.7196,20.1295,59.655
flicker,115.069,343.684,1.5178,7.9749,59.655
flicker,140.428,493.542,1.7277,26.3564,59.965
flicker,109.292,358.849,1.651,12.5096,60.385
flicker,125.515,435.829,1.7226,14.1881,59.696
flicker,105.609,366.58,1.6946,14.8521,60.122
flicker,126.419,453.628,1.8087,24.104,60.53
flicker,125.172,398.503,1.5891,9.7444,60.49
flicker,112.533,345.527,1.5005,6.56,60.437
flicker,128.051,439.137,1.6713,16.1352,60.122
flicker,126.954,443.053,1.7668,21.5683,60.174
flicker,111.071,415.158,1.8558,20.3747,60.174
flicker,117.808,437.954,1.8718,24.2231,60.332
flicker,139.787,462.7,1.6029,21.6563,60.437
flicker,126.37,400.381,1.5656,8.7846,60.227
flicker,128.734,443.269,1.7025,17.6786,59.913
flicker,123.994,457.594,1.7219,17.0162,60.49
flicker,112.123,396.25,1.7738,17.1912,60.279
flicker,124.818,452.293,1.8031,24.3896,59.965
flicker,107.861,355.242,1.6329,10.4305,59.603
flicker,107.737,356.837,1.6278,14.5044,60.332
flicker,120.108,422.103,1.7582,19.589,60.017
flicker,146.394,429.228,1.4669,3.7586,60.017
